f_food_id,f_food_name,f_class_name,f_food_desc,f_food_qty,f_food_price
f5502,炒地瓜葉,小菜,,5,60
f18001,紅醬雞肉燉飯,西式料理,,1,175
f18002,番茄冰沙,其他,,1,35
f18003,水果沙拉,西式料理,,1,35
f12001,粉紅色相思的圓,甜點,,2,65
f12002,培根金針菇烘蛋,中式料理,,5,120
f13001,愛爾蘭咖啡核桃蛋糕捲,蛋糕,濃郁咖啡香蛋糕，添加少許愛爾蘭酒及糖炒核桃，絕對讓您齒頰留香，韻味猶存。,1,70
f49002,香酥金黃魚,其他,,1,60
f0201,泰式拌蝦球,,酸甜的醬汁~~吃起來很開胃,3,100
f0202,泡菜炒牛肉,,泡菜加牛肉很下飯,3,150
f1502,蛤蠣絲瓜麵線,中式料理,夏天來了，清爽解膩!,2,80
f42004,宮保雞丁,下飯菜,用新鮮雞肉配辣椒炒出一盤香辣雞丁,3,100
f13002,火腿三明治,早餐,只要三分鐘，每天都要吃早餐。,1,30
f051,,undefined,,0,0
f51001,煎蛋捲,日式料理,,2,25
f08002,玉米沙拉鬆餅,甜點,玉米、美乃滋、鬆餅、生菜、番茄,1,85
f27002,巧克力舒芙蕾,甜點,在烤箱內烤焗時會遇熱上升及蓬鬆，且內裡有軟綿綿又溶化的巧克力,3,50
f08001,鮪魚沙拉鬆餅,甜點,鮪魚、美乃滋、鬆餅、生菜、番茄,1,95
f4302,蜂蜜牛奶,飲料,,1,50
f09001,蜜桃夏洛特,甜點,運用手指餅乾當基底，在使用喜歡的水果,2,40
f10001,奇異果蜂蜜牛奶,其他,,1,90
f26001,貓舌餅乾,甜點,清爽薄脆的小餅乾,2,40
f26002,水果塔,甜點,利用現成的酥皮,，簡單就做出美味的點心,2,50
f27001,檸檬塔,甜點,酸酸甜甜的檸檬餡，配上酥脆的塔皮,6,60
f10002,香蕉檸檬蜂蜜牛奶,其他,,1,90
f43001,鬆餅,甜點,鬆餅,4,70
f09002,水果蛋糕捲,甜點,運用海綿蛋糕，捲起喜歡的水果,4,50
f43002,水果奶酪,甜點,水果奶酪,6,80
f39001,手製泡菜,麵食,特製泡菜遇上拉麵的組合,0,169
f01002,黑糖薑三層肉,中式料理,(1)三層肉一個(2)黑糖一大匙(3)薑4大塊(4)蔥(5)味醂 一小匙(6)酒 一小匙,3,80
f19201,清爽涼小瓜,小菜,小黃瓜,辣椒,檸檬,大蒜,和風醬,鹽巴,檸檬椒鹽,1,30
f01001,豆腐炒蝦,中式料理,(1)豆腐一個 (2)蝦子一斤 (3)蔥二把 (5)鹽少許,3,70
f18001,原味餃寶寶,中式料理,,1,65
f17001,紅蘿蔔炒蛋,中式料理,害怕紅蘿蔔味道的你，一定要嚐嚐看,2,65
f18002,南瓜餃寶寶,中式料理,,1,75
f17002,煉乳奶油鬆餅,小點心,簡單美味且省時的家常小點心,2,40
f18003,紅蘿蔔餃寶寶,中式料理,,1,70
f21001,巧克力戚風蛋糕,甜點,,1,70
f21011,老奶奶檸檬蛋糕,甜點,,1,350
f5501,半熟蜂蜜凹蛋糕,甜點,,1,250
f5502,水果杯子蛋糕,甜點,,4,100
f5503,伯爵瑪德蓮,甜點,,9,200
f5601,蘋果玫瑰捲,甜點,,6,120
f41001,巧克力布朗尼,甜點,外鬆內軟之五倍濃郁巧克力布朗尼現在登場囉！,8,60
f11001,抹茶卡士達泡芙,甜點,香濃抹茶卡士達醬，茶香濃郁又好吃。,15,25
f04001,番茄炒蛋,中式料理,,2,65
f04002,蛤蜊蒸蛋,日式料理,,1,45
f30003,清炒蛤蜊義大利麵,西式料理,,1,150
f34,棉花糖杯子布朗尼,甜點,融化棉花糖的柔順甜味，配上下面布朗尼，甜而不膩,1,65
f16001,燒酒雞,中式料理,雞肉、米酒、麻油、薑、鹽巴,3,400
f33001,法式千層蛋糕,甜點,外酥內軟允指回味香氣四溢,2,60
f07001,Lemon貝斯,其他,檸檬汁與可爾比思的特調飲料,1,100
f30001,香蒜辣味雞胸佐羅勒,西式料理,,1,150
f07002,冰海,其他,天然果汁的漸層氣泡飲料,1,85
f05001,蘋果雞丁麵,麵食,  ,3,139
f11002,抹茶餅乾,餅乾,清爽不甜膩的餅乾，不來一塊嗎?,8,20
f16002,客家小炒,中式料理,肉絲、魷魚、橄欖油、洋蔥、醬油,3,150
f03001,味噌豆腐湯,其他,,3,20
f05002,奶油白醬義大利麵,麵食,  ,3,129
f05003,青醬義大利麵,麵食,  ,2,139
f37001,棉花糖餅乾,甜點,入口即化的甜滋味,3,10
f05004,蒜香辣椒義大利麵,麵食,  ,2,119
f34002,布丁,甜點,Q彈表面，滑順布丁一口接一口,6,55
f05005,玉米濃湯,西式料理,  ,4,69
f32101,泰國蝦,中式料理,泰國蝦,1,350
f44001,蒜泥白肉,下飯菜,,2,50
f0902,菇菇炒泡麵,中式料理,好吃又健康的素食炒泡麵,3,80
f37002,法式吐司,甜點,又香又軟Q的法式吐司,1,30
f43002,火腿炒高麗菜,中式料理,火腿炒高麗菜,5,50
f47002,手工棉花糖餅乾,甜點,手工棉花糖餅乾,3,70
f5602,青醬起司火腿比薩,西式料理,,2,300
f44002,炒空心菜,小菜,,3,30
f40001,新鮮雞蛋佐鐵觀音,小菜,茶香入味，新鮮軟嫩，下午點心的好選擇。,1,20
f19301,沙茶三姊妹,小菜,玉米筍,蘿蔔,毛豆,沙茶醬,橄欖油,醬油,水,1,30
f40002,客家釀豆腐,中式料理,金黃外皮，酥香軟嫩，肉低油解膩，配飯的好選擇。,3,70
f53002,蛤蠣湯,中式料理,,3,30
f53001,蛋炒飯,中式料理,,3,40
f03101, 黃瓜排骨湯,其他,,3,50
f50001,土豆會壓泥,小菜,採用高級外國進口馬鈴薯，口感綿密，適合開胃,4,50
f50002,超棒的綠豆湯,甜點,綠豆採用台灣當地嚴選用豆，口感綿密香醇，帶給品嘗著 千年傳統，全新感受,5,50
f1501,紅配綠不臭屁,中式料理,(麻婆豆腐)外觀色深紅亮，紅白綠相襯，豆腐形整不爛；吃起來具有麻、辣、燙、嫩、香等風味。,2,120
f1502,螞蟻上樹,中式料理,(螞蟻上樹)鹹、香、辣，又有Q彈的粉絲口感，吃過絕對會對這道菜深深著迷,3,90
f33002,可可布丁,甜點,使用美祿可可粉黃金比例調配而成的可口布丁,3,50
f5801,蘿蔔丸(一盤),中式料理,用白蘿蔔做的丸子,1,150
f5802,蛋餃,中式料理,雞蛋皮的餃子,20,100
f14001,培根生菜鬆餅,早餐,鬆餅、培根兩片、美生菜、玉米、番茄丁、和風醬,1,115
f14002,珍珠冰淇淋鬆餅,甜點,鬆餅、珍珠、冰淇淋、蜂蜜糖漿,1,85
f06001,空心菜牛肉,中式料理,橄欖油、空心菜、牛肉、鹽、醬油、沙茶醬,2,120
f13001,早午鬆餅套餐,早餐,跳脫傳統鬆餅都是以甜食為出發點，以早午餐的概念，配上滑嫩炒蛋與香腸,1,105
f06002,絲瓜蛤蠣,中式料理,橄欖油、蒜末、絲瓜、蛤蠣、水、,2,100
f41002,焦糖布丁,甜點,Q彈順口的巧克力布丁隆重登場！,8,60
f25001,麻油猴頭菇冬粉,麵食,,4,75
f25002,咖哩飯,其他,,4,70
f25003,秀珍菇白菜,小菜,,4,20
f13002,水果鬆餅,早餐,採用當季限定水果配上鬆餅,1,95
f07003,起司馬鈴薯,其他,綿綿的起司搭上可口的馬鈴薯,2,100
f29001,蝦仁炒蛋,中式料理,,2,50
f30002,德式香腸義大利麵,西式料理,,1,150
f30004,嫩煎雞肉義大利麵,西式料理,,1,150
f29002,豆干炒肉絲,中式料理,,2,50
f2801,木瓜牛奶,其他,原味果汁，新鮮食材，現打現賣,1,40
f32001,火辛紅紅,麵食,,1,149
f4201,涼拌沙拉,下飯菜,生菜、雞胸肉、千島醬、紫高麗菜、番茄,1,120
f4202,嫩烤杏鮑菇,下飯菜,杏鮑菇、醬油、蒜末、奶油、黑胡椒、香料,1,120
f4203,紫米紅豆湯,甜點,紅豆、黑紫糯米、糖、水,5,50
f4204,濃情聖代,甜點,冰淇淋、糖粉、巧克力碎片、煉乳,1,50
f4205,海鮮濃湯,西式料理,奶油、麵粉、牛奶、蛤蜊、蝦仁、玉米罐頭、馬鈴薯、紅蘿蔔、洋蔥、洋菇,1,180
f4206,蛤香義大利麵,西式料理,蛤蜊、義大利麵、洋蔥、花椰菜、洋菇、蒜頭,1,240
f48002,咖哩可樂餅,小菜,放入咖哩的可樂餅,1,50
f4207,養生雞湯,中式料理,香菇、帶骨雞腿肉、洋蔥、枸杞,1,180
f4208,奶香燉飯,西式料理,白醬、洋菇、飯、牛奶、雞胸肉、馬鈴薯、紅蘿蔔、花椰菜、洋蔥、蒜頭、香料,1,240
f4209,SCREWDRIVER,其他,柳橙汁、伏特加,1,79
f51002,法式吐司,小點心,,3,20
f4210,Cuba Libre,其他,威士忌、可樂、萊姆汁,1,179
f2001,豆豆龍活力早餐,早餐,台式美式的混合全新搭配，營養創新兼顧,1,89
f1201,辣炒年糕拉麵,韓式料理,韓國傳統小吃,1,150
f31001,東京海鹽,麵食,經典的原味拉麵,1,109
f32101,捌柒特製,麵食,,1,149
f30005,烤馬鈴薯奶油佐羅勒,西式料理,,1,70
f5701,濃醇香鮮奶酪,甜點,第一口就讓你感受到濃。純。香真的有牛欸~,1,35
f31101,起司可樂餅,小點心,放入起司的可樂餅,1,49
f5702,奇幻Butterfly Bean,其他,由蝶豆花天然沖泡而成，加入檸檬即可變色，孕婦禁止飲用,1,110
f48001,香蒜卡滋,麵食,焗烤香蒜麵包與濃郁蒜味拉麵的結合,1,189
f0701,紅蘿蔔蔬果汁,其他,500ml,1,60
f3601,香蕉奇異果汁,其他,解決排便不順的困擾,1,60
f3301,絲瓜蛤蜊,小菜,蛤蜊的鹹鮮，絲瓜的清甜，好吃,5,35
f16001,台式泡菜,小菜,台式泡菜，酸甜風味，很適合炎熱的天氣吃,5,35
f35002,糖醋雞丁,中式料理,味重而不膩，十分下飯,1,60
f17001,紅燒吳郭魚,中式料理,,4,50
f1301,木瓜牛奶,其他,健康營養好喝 木瓜牛奶,1,60
f1302,番茄梅,其他,健康營養好喝 番茄梅,1,60
f0601,大阪燒,日式料理,好吃,1,45
f0602,蓋飯,日式料理,美味,1,35
f401,紅燒魚,中式料理,每個人的記憶裡都應該會有一道母親拿手的菜色~,4,45
f15001,金沙杏鮑菇,中式料理,金黃色帶著鹹香的金沙均勻包覆著口感QQ的杏鮑菇，絕對下飯的簡單料理。,2,70
f2001,補氣活血雞湯,中式料理,,5,69
f0301,香腸蛋炒飯,中式料理,,4,65
f28001,蝦仁蛋炒飯,中式料理,,2,70
f15002,燻雞焗烤飯,西式料理,味道濃郁的燻雞配上香濃的焗烤起司。,1,185
f2002,蔥燒豆腐,中式料理,,4,49
f0302,台式茶碗蒸,中式料理,,4,50
f3602,酸甜芭樂芒果汁,其他,,1,60
f28002,蘑菇蝦仁炒荷蘭豆,中式料理,,2,75
f0702,奇異蘋果汁,其他,500ml,1,60
f16002,香菇雞湯,中式料理,外宿生活想念家裡的好味道，簡單、方便香菇雞湯，暖心好料理,5,65
f2701,九層塔蚵仔煎蛋,中式料理,,4,60
f19001,牛奶玉米濃湯,中式料理,奶味十足的玉米湯,6,40
f2901,皮蛋豆腐,小菜,,2,30
f44,鮪魚蛋餅,早餐,鮪魚,蛋,餅皮,1,30
f3201,蔓越莓司康,小點心,,4,60
f51-1,竹筍貢丸湯,中式料理,好喝的竹筍貢丸湯,4,200
f1201,紫菜蛋花湯,日式料理,喲齁喲齁好喝的紫菜蛋花湯喔!>.0,1,40
f4401,玉米蛋餅,早餐,玉米,蛋,餅皮,1,25
f4402,培根蛋餅,早餐,培根,蛋,餅皮,1,35
f4403,鮪魚蛋堡,早餐,鮪魚,蛋,漢堡,1,35
f4404,玉米蛋土司,早餐,玉米,蛋,吐司,1,35
f26002,客家小炒,中式料理,鹹香夠味的客家小炒 是客家人的經典美味,2,97
f4405,法式土司,早餐,蛋,醬油,吐司,1,25
f4406,蔥抓餅加蛋,早餐,抓餅皮,蛋,1,30
f2902,蛋沙拉,小菜,,2,35
f4407,奶茶,早餐,紅茶包,奶精,1,20
f0501,哈雷慧心救蔬炒飯,中式料理,一盤充滿蔬菜的炒飯，可以拯救你疲憊的心靈,4,50
f51-2,潤餅,中式料理,好吃的潤餅,1,50
f2702,蒜炒吻仔魚,中式料理,,4,50
f0502,七星蔥炒蛋,中式料理,絕對帶給你七星的享受，實在的價格，帶給你滿滿的感動,4,30
f10001,絲瓜麵線,麵食,炎熱天氣，清甜的絲瓜搭配麵線，簡單又好吃。,3,65
f23001,法式鹹派,甜點,外酥內軟，吃膩甜點了嗎？那就來嚐嚐鹹派吧^_^,6,100
f0201,法式吐司佐蜂蜜蘋果,小點心,,1,40
f1202,蒸蛋,日式料理,具有養心安神，補血，滋陰潤燥之功效,1,45
f52001,鮮蔬肉蛋吐司,早餐,,1,120
f17002,麻油雞,中式料理,,6,140
f1102,玉米蟹肉棒蒸蛋,中式料理,軟嫩的蒸蛋加入甜甜的玉米和蟹肉棒,4,25
f0901,番茄菇菇湯,中式料理,美味又健康的素食湯,5,85
f3302,蒜炒高麗菜,小菜,濃濃的蒜香味搭配高麗菜的甜味，好吃,5,9
f31,番茄炒蛋,中式料理,,2,80
f43001,馬鈴薯火腿蛋沙拉,日式料理,日式馬鈴薯火腿蛋沙拉,8,40
f381,oreo生乳酪蛋糕,蛋糕,,6,60
f3001,西班牙海鮮咖哩燴飯,西式料理,一層層海鮮的堆疊配上濃郁的咖哩味讓你有來到西班牙的錯覺,1,380
f3002,霸氣牛排佐綠樹,西式料理,散發出濃濃香氣的牛小排再搭配爽口的青花菜讓你的味蕾有爆炸的感覺,1,420
f3101,鹹豬肉炒小黃瓜,中式料理,,2,160
f10002,蔥爆鹹豬肉,中式料理,熱炒香噴噴吃，簡易快速的開胃料理。,2,55
f0202,香煎頂級豬排,中式料理,,4,40
f1101,馬鈴薯燉肉,日式料理,熟透的馬鈴薯加上新鮮番茄與豬肉,4,100
f26001,蕃茄炒蛋,中式料理,簡單又營養的番茄炒蛋是家常菜中不可缺少的一道菜,3,35
f52002,牛肉蓋飯,日式料理,,1,100
f53001,摩摩喳喳,甜點,是來自馬來西亞及新加坡的甜湯，可以做冰品，也可以溫熱時食用，主要原料有椰奶、亞達枳、西米露等。,1,80
f53002,馬來式炸雞,其他,這是我母親的拿手菜，它也是一款容易做的食譜。將雞肉放入大蒜，蚝油和咖喱粉的調料里腌一下，然後用油煎炸。,1,100
f53003,三色奶茶,其他,三色奶茶，又稱為3 Layer或Teh Si Peng Special。顧名思義，它是有著三種顏色的特殊奶茶。,1,65
f53004,焦糖牛奶蒸蛋,甜點,喜歡甜點的人一定會很愛!,1,45
f53005,豆爽,甜點,「綠豆爽」是傳統的潮州糖水，潮州人以它作為飯後甜品，清熱又消暑，在香港也很常見。  Cheap Offers: http://bit.ly/gadgets_ch,1,40
f53006,蟹肉羹,中式料理,來個蟹肉羹解解饞和暖暖家人的胃吧~,1,50
f53007,椰漿飯,其他,椰漿飯傳統上是被用來當早餐吃的，而它也在清晨開始就在馬來西亞的路邊檔口販賣。在蒸煮過程中把打了個結的班蘭葉放入飯裡，以增,1,25
f53008,炸香蕉,甜點,是一道將香蕉裹上一層麵糊，在放進熱油裡炸，酥炸後的炸香蕉外脆內軟，流行於東南亞各地和南印度一帶，是當地人下午茶時間,1,35
f19002,黃蘿蔔炒蛋,中式料理,採用較無味的胡蘿蔔，即使不喜歡胡蘿蔔味的人也可以吃唷,2,20
f18001,豬肉馬鈴薯咖哩,下飯菜,,4,66
f18002,明蝦黃金蛋炒飯,中式料理,,3,70
f25-1,鮮奶酪,甜點,,7,35
f25-2,雪Q餅,小點心,,10,30
f42002,空心菜炒牛肉,下飯菜,事先將空心菜洗好，加入蒜頭爆香，加入牛絞肉翻炒至5~7分熟時加入空心菜拌炒煮熟即可,4,40
f3202,暖心香菇雞湯,中式料理,,4,100
f402,三杯雞,中式料理,無敵下飯之令人食指大動的三杯雞★,5,48
f21002,番茄炒蛋,下飯菜,,3,60
f21001,炒高麗菜,下飯菜,,3,30
f4501,紅燒豆腐,中式料理,將豆腐用醬油煨一段時間,4,30
f4502,彩椒炒肉絲,中式料理,黃甜椒、紅甜椒、肉絲一起炒,4,30
f23002,雙丸內骨蛋花麵,麵食,下飯，溫暖,1,79
f382,蕃茄蜜,其他,,2,40
f14001,炸豬排,中式料理,酥脆口感又入味的炸豬排, 一口咬下多汁的滿足~  ,4,25
f42001,黃金奶油馬鈴薯,下飯菜,將預先切塊的馬鈴薯放入電鍋，加入一杯水蒸15分鐘，煎炒之前加入蒜頭爆香，加入奶油將馬鈴薯煎至金黃色即可,3,25
f14002,豆豉鮮蚵,中式料理, 以豆豉來煮鮮蚵和嫩豆腐，鹹鹹香香的好味道很開胃哦。,4,28
f37001,金沙杏鮑菇,中式料理,,4,70
f37002,香蒜蛤蜊,中式料理,,4,90
f43001,炒麵麵包,麵食,炒麵配麵包蹦出新滋味,0,1
f43002,檸檬紅茶,其他,悠閒的午後，來杯檸名紅茶好好放鬆一下吧,1,1
f48003,筍子排骨湯,中式料理,新鮮的筍子配新鮮的排骨,5,60
f48005,炒炒高麗菜,中式料理,新鮮的高麗菜,5,40
f4701,紅蘿蔔炒高麗菜,中式料理,中式料理,2,25
f4702,日式豬排,日式料理,日式料理,0,1
f04,椰漿飯,其他,椰漿飯的馬來文是「nasi lemak」，「nasi」意為飯，lemak本意是油脂，這裡指的是椰漿；就是把米浸泡在椰漿裡後再煮成飯而得名。一般可用普遍鍋子或電飯,1,25
f0402,炸香蕉,甜點,炸香蕉（馬來文/印尼文：Pisang Goreng，泰文：,1,35
f58051,豆爽,甜點,,0,1
f58061,蟹肉羹,其他,順口不油膩 令人舒服的暖心湯品 ,1,0
f2501,德式香腸拼盤,早餐,,1,200
f54001,古早味粉漿蛋餅,早餐,雞蛋一顆 , 高筋麵粉100克 , 地瓜粉20克 , 玉米粉20克 , 適量蔥花,2,40
f17003,布丁,小點心,,140,4
f11001,泰式檸檬魚,泰式料理,使用檸檬片與魚露平均調味在整條魚表面，再加上豔紅的辣椒末和檸檬汁等等做成的醬汁，與清蒸後的魚混合後不但香氣撲鼻且魚肉鮮嫩無比更是口感酸辣卻清爽的一道料理，適合想,3,220
f0901,馬鈴薯燉肉,日式料理,,8,100
f28001,蔬菜烤薄餅,西式料理,用當季時蔬下去烤的薄餅，會隨著季節改變蔬菜內容,1,170
f15001,養樂多鬆餅,甜點,雞蛋+鬆餅粉+養樂多,4,80
f2601,豆干炒肉絲,中式料理,先將肉切條狀，再將豆干也切成條狀，將肉絲爆香後，放入豆干拌炒後，加入醬油、鹽巴調味，即可裝盤。,3,50
f2602,炒花椰菜乾,中式料理,放沙拉油，再放蝦米爆香，後放入花椰菜乾，加水，悶5分鐘後加入鹽巴，炒幾下即可盛盤。,3,80
f1801,手工烘烤pizza,西式料理,麵糰全部一起拌揉約15分鐘，然後溫室發酵30分，麵糰桿平，發酵15分，加上調味料，火烤約18分。,5,50
f11002,什錦海鮮沙拉,泰式料理,用冬粉混合海鮮蔬果後搭配醬汁的一道料理，除了可以體驗到微辣中又帶點酸酸甜甜的口感，更是吃貨們夏天必吃且具有飽足感的涼拌菜,3,250
f0701,日式炸唐揚雞,日式料理,,1,150
f25001,海鮮牛奶鍋,西式料理,新鮮牛奶加上新鮮海鮮的火鍋,5,165
f25002,水果優格,甜點,新鮮水果加上優格麥片,4,45
f22001,焗烤火腿蛋吐司,小點心,焗烤火腿蛋吐司,1,50
f30001,白醬培根義大利麵,麵食,,2,100
f21001,巧克力香蕉厚片,甜點,簡單快速的厚片土司,1,40
f0902,涼拌牛蒡,小菜,,5,39
f30002,香蕉冰淇淋美式鬆餅,甜點,,2,50
f3101,玫瑰蘋果派,甜點,烘烤派香酸甜微酥的口感?從胃到心都能絕對征服！,1,45
f21002,焦糖蘋果肉桂厚片,甜點,簡單又好吃的厚片土司,1,50
f28002,日式雞肉咖哩,日式料理,用新鮮雞肉與蔬菜熬煮的咖哩,1,200
f3301,法式吐司,甜點,三明治的好朋友，無論是當早餐、午餐、還是晚餐都很適合大朋友和小朋友共同來品嘗,1,120
f52001,炒時蔬,中式料理,加少許的油，蔥爆香，加入當季蔬菜拌炒，加入少許鹽提味，完成。,3,85
f52002,炒花椰菜,中式料理,加少許的油，蒜爆香，加入花椰菜拌炒，加入少許鹽提味，完成。,3,40
f0702,玉子燒,日式料理,,2,40
f01001,法式吐司,甜點,法式吐司作法,2,80
f36001,甜蜜蜜楓糖舒芙蕾,甜點,厚厚的澎澎的鬆鬆的甜甜的很好吃的舒芙蕾,3,25
f36002,超簡易格紋鬆餅,甜點,只要有機器一切簡單搞定的超間單格紋鬆餅,5,100
f2001,蔬菜天婦羅,日式料理,,1,120
f39001,奶油蝦,中式料理,好吃的奶油蝦,2,200
f3102,水果茶,甜點,香甜的水果，迷人的滋味讓您一杯接一杯，漾起心頭最幸福的感動！一開瓶就聞的到鮮甜果香與滿滿 ...,1,110
f3302,Maple Black Tea,其他,搭配著法式吐司，就是絕配,1,50
f15002,巧克力蛋糕,甜點,砂糖+鬆餅粉+可可粉+牛奶+可可醬+雞蛋,2,80
f47101,紅蝦番茄風味義大利麵,麵食,由新鮮活蝦、清甜番茄與滑順的義大利麵製成的美味佳餚,1,280
f47201,豪華大拼盤,早餐,這道料理看似做法簡單、材料易取，但在食用時卻能感受到無法比喻的奢華感，每一口都是經典,1,210
f3501,香蕉牛奶,甜點,幫助入睡、排便順暢、健康營養又好喝。,1,45
f3502,焦糖雞蛋布丁,甜點,只需要簡單的材料就能做出營養滿分又好吃的焦糖雞蛋布丁。,2,70
f5301,鬆餅,甜點,幸福鬆餅,1,90
f1001,咖哩,日式料理,,10,100
f2002,涼拌海帶芽,小菜,,1,30
f1802,黑糖鮮奶珍珠,甜點,用電鍋內鍋，加入水， 再倒入黑糖， 電鍋電源跳起後再燜個一小時即完成，杯子裝約2湯匙的黑糖粉圓再倒滿鮮奶就完成了,1,45
f45101,蘿蔔糕炒蛋,中式料理,香港空運來台港式蘿蔔糕加上放山雞雞蛋,1,50
f46001,紅燒魚,下飯菜,簡單的紅燒魚,3,30
f48301,蛋包飯,日式料理,日式蛋包飯,5,150
f1002,涼麵,日式料理,,2,70
f1701,培根蔬菜義大利麵,麵食,營養滿分的蔬菜培根義大利麵，豐富的食材滿足味覺與視覺的饗宴,4,180
f45201,蔥抓餅,中式料理,當日限量100份手工製作蔥抓餅,1,50
f05101,韓式辣炒年糕,韓式料理,道地的韓國好吃辣炒年糕!,3,150
f39002,咖哩飯,中式料理,好吃的咖哩飯,2,300
f48302,唐揚炸雞塊,日式料理,日式唐揚炸雞塊,4,150
f1601,椰奶西米露,甜點,中西式合併,椰奶跟西米露,2,30
f1602,奶酪,甜點,ㄉㄨㄞㄉㄨㄞ的奶酪,飯後最佳夥伴,2,49
f34401,泰式海鮮沙拉,泰式料理,,6,120
f34402,南瓜濃湯,西式料理,,6,80
f14201,泰式奶茶,其他,製作快速,1,50
f34403,西班牙烘蛋,西式料理,,6,220
f1702,法式鮪魚三明治,西式料理,新鮮蔬菜的清脆口感搭配各種食材營造出多層次的口感,3,80
f14202,泰式涼拌豆腐,小菜,酸辣,1,60
f0801,日式豬排蓋飯,日式料理,超級好吃充滿日式風味的佳餚,1,250
f0802,日式豬排定食,日式料理,曠世鉅作的炸豬排定食,1,280
f05102,泡菜炒飯,韓式料理,正統韓式泡菜炒飯,2,80
f42101,西瓜造型草莓果凍,小點心,,2,120
f42201,西瓜煉乳牛奶,其他,,1,100
f0803,味噌湯,日式料理,很好喝 錯過在等一萬年,1,35
f22002,番茄炒蛋,小菜,番茄炒蛋,2,50
f44101,土魠魚麵,麵食,純手工製成的薑黃麵，搭配鮮嫩的魠魚，滿足您的味蕾,10,150
f44201,南瓜米粉,中式料理,香甜可口的南瓜搭配Q彈的米粉，是與家人共享晚餐的最佳選擇,15,170
f38001,起司鍋,韓式料理,超濃郁的起司味,1,160
f38002,石鍋拌飯,韓式料理,最讚鍋巴就是石鍋,1,140
f54101,菲力牛排,西式料理,將高級菲力牛排放置煎台後仔細烹飪,1,460
f5302,巧克力牛奶,甜點,甜滋滋巧奶,1,40
f01002,洋蔥炒牛肉,下飯菜,洋蔥炒牛肉作法,4,150
f48303,日式煎茶,日式料理,日式煎茶,5,30
f54202,康寶濃湯,其他,將康寶濃湯加入雞蛋調製而成,1,60
f2301,小雞流沙包,中式料理,,4,188
f2302,港式糯米滋,中式料理,,4,188
f0301,//新//木瓜x牛奶,小菜,,1,50
f14203,泰式打拋豬,泰式料理,泰式打拋豬,1,180
f0601,辣拌麵,韓式料理,,1,250
f1201,蛋花湯,小菜,,3,130
f0602,辣炒年糕,韓式料理,,1,200
f1202,水果優格沙拉,甜點,,3,190
f32201,番茄靖魚麵,麵食,番茄靖魚麵,1,80
f0302,//蜂蜜檸檬//,其他,,1,35
f40001,銀芽肉碎煎蛋,中式料理,銀芽肉碎煎蛋,3,30
f40002,雪菜炒豆腐,中式料理,雪菜炒豆腐,1,30
f41001,黑椒豬柳,中式料理,有菜有肉重口味,3,65
f41002,玉蜀黍炒百菇,中式料理,色香味俱全,3,60
f51101,,小菜,,0,0
f46002,九層塔炒蛤蠣,下飯菜,簡單又方便的炒蛤蠣,3,30
f19001,銀牙肉捲,中式料理,銀牙肉捲作法,4,80
f19002,花枝炒食蔬,中式料理,花枝炒食蔬作法,4,80
f49,蛋包飯,日式料理,日式蛋包飯,30,5
f50,蛋包飯,日式料理,日式蛋包飯,5,30
f58d0001,252水兵帶,小菜,,1,420
f59f0001,252原紗,小菜,,1,110
f2200,番茄炒蛋,中式料理,將切塊番茄放入鍋內炒，出水後再加入雞蛋拌至熟,4,20
f2201,香烤鮭魚,中式料理,先用少許調味料醃漬，接著放入烤箱中烤到微熟，再使用平底鍋煎鮭魚,4,50
f09-07,培根蔥炒飯,中式料理,先煸出蔥油後再使用蔥油料理，讓整份炒飯都有滿滿的蔥香味,2,50
f50-1,香蒜吐司,早餐,,1,59
f03-01,巧克力水果鬆餅,甜點,,2,95
f50-2,什錦炒蛋,早餐,,1,79
f4001,時蔬汆燙,中式料理,汆燙菠菜拌蒜末與香油,2,25
f20-01,紅豆湯,小點心,,4,30
f3801,爆米花,小點心,爆米花、鹽巴,1,30
f3802,珍珠紅茶,甜點,即食珍珠、錫蘭紅茶、水,1,45
f15-2,法式火腿西多士,早餐,,1,109
f03-02,雙果多多,其他,,1,65
f20-02,木瓜牛奶,其他,,2,50
f49001,英格蘭皇家鬆餅,甜點,不用坐飛機，也能享受英格蘭的好味道,1,55
f02-01,小火龍莎莎,其他,,2,70
f52-01,格子鬆餅,甜點,,2,80
f0600,空心菜炒牛肉,中式料理,加入辣椒片、蒜頭爆香，先以大火快炒空心菜，再放牛肉絲，另加沙茶及些許鹽巴，炒勻即可,5,40
f45-1,草莓香蕉奶昔,早餐,,1,150
f52-02,蘋果柳橙汁,其他,,1,65
f02-02,異點都布奇怪,甜點,,2,35
f0501,香菇蒸蛋,中式料理,打蛋放入切丁香菇和水,醬油,蔥後充分打勻,1,75
f0502,芹菜炒豆乾黑輪,中式料理,芹菜切段汆燙,豆乾切片,黑輪切塊,用少許油拌炒,1,130
f0503,蘆筍炒花枝,中式料理,蘆筍切段汆燙花枝切塊汆燙,鍋中放油後再放入蘆筍花枝快炒即可,1,175
f15-1,大吉大利今晚吃雞,早餐,,1,259
f1801,泡菜起司蛋熱壓吐司,早餐,將喜歡的內餡處理好再放入機器夾烤即可,1,55
f1802,巧克力蘋果圓舞曲,甜點,將喜歡的食材處理好在擺放到冰淇淋容器上,1,55
f2501,肉鬆法國吐司,早餐,,1,45
